LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-96.428368,29.9995434,0,West Ueckert Road,,,,,,,8c3eac7e60b908b0
-96.3944297,29.999753,0,Coralberry Lane (Off Of),,,,,,,4c76ce8ee4e93010
-96.3063477,29.9977153,283,Long Branch Road,,,,,,,80df3e1bd33de04f
-96.1797676,29.9939155,1258,Ives Creek Road,,BELLVILLE,,,,,b5f597491d10e908
-96.2976724,29.9978891,0,Lost Lane,,BELLVILLE,,,,,fc300b72f77a6a12
-96.3410462,29.9976544,0,Old Highway 36 (Off Of),,BELLVILLE,,,,,c74e437c7009627d
-96.300579,29.9974302,411,Sikes Road,,BELLVILLE,,,,,dbd33b82ebda1a8c
-96.4593272,29.9994047,0,Industry Road,,,,,,,774b5bb55c17b9a8
-96.1532229,29.9915552,13656,Lake Road,,,,,,,c7b7096e25bd8a0d
-96.3026632,29.9972432,5378,Highway 36 North,,BELLVILLE,,,,,574479146582d2a9
-96.3214132,29.9977829,2525,Old Highway 36,,BELLVILLE,,,,,28fb1607c62fc497
-96.2591014,29.9965058,3588,Centerhill Road,,BELLVILLE,,,,,0baf0e99f411a1b4
-96.1740948,29.9936844,13059,Ueckert Road,,BELLVILLE,,,,,9a159f9d4cac52b0
-96.2972654,29.9974984,109,Lost Lane,,BELLVILLE,,,,,21146e4da358e80f
-96.2980872,29.9974928,105,Lost Lane,,BELLVILLE,,,,,cea984f35d0681fd
-96.3396146,29.9973045,0,Sandstone Lane,,BELLVILLE,,,,,ac7babdaa4a12f2e
-96.2987964,29.9975782,108,Barnhill Lane,,BELLVILLE,,,,,2d5cb7b3468f6677
-96.3716373,29.9976754,0,Old Nelsonville Road,,,,,,,2791fe702e6d5c0a
-96.3008032,29.9972588,409,Sikes Road,,,,,,,73e50bffdf4542ac
-96.293646,29.9968408,564,Huckleberry Lane,,,,,,,055b8a888817383a
-96.2960711,29.9973941,544,Hickory Creek Road,,BELLVILLE,,,,,8174c3b32533c096
-96.5367479,30.0009123,0,Azalea Lane,,,,,,,1ee2b3a819373f2b
-96.5698826,30.001263,0,Skull Creek Road,,,,,,,139704c87e67b655
-96.1938961,29.9909559,491,Ives Creek Road,, ,,,,,0776a28316bce37e
-96.3314606,29.9963295,3125,Cedar Lane,,BELLVILLE,,,,,fa0f970b393e1045
-96.3010613,29.9970872,405,Sikes Road,,,,,,,f4152ac0c70fbdd2
-96.5955442,30.0029426,,,,,,,,,b95b6dbb6417cd48
-96.1345461,29.9910803,0,Lake Road,,,,,,,e2f3a0c64389bef1
-96.2375748,29.9953526,0,Fm 1456,,,,,,,444397ea228aaf59
-96.2724437,29.9960709,3811,Stokes Road,,BELLVILLE,,,,,acf84dfa93473042
-96.4301999,29.9978987,2652,Fm 2502,,BLEIBLERVILLE,,,,,be4d238817bd9ac0
-96.2950273,29.9966367,554,Hickory Creek Road,,BELLVILLE,,,,,b97c14c36b1e34a3
-96.1776079,29.992941,1498,Ives Creek Road,,BELLVILLE,,,,,c87ac9f27c7cdf6f
-96.3014311,29.9968274,403,Sikes Road,,,,,,,c169c6b028c08adb
-96.3097949,29.9944139,1778,Old Highway 36,,BELLVILLE,,,,,c0c2eae9deafdccc
-96.5726999,30.0016525,0,Fm 1457 @ Skull Creek  Road,,,,,,,b60bc600332c6b72
-96.2986205,29.9969824,421,Sikes Road,,BELLVILLE,,,,,0fe28e75a644edbc
-96.2912536,29.9934097,0,Highway 36 North (Off Of),,,,,,,e4f9deced3ecc50e
-96.5933796,30.0008763,0,Krebs Road,,,,,,,70e8978caf698aa2
-96.5954479,29.9998923,0,Krebs Road,,,,,,,90924256f1c1a49e
-96.3268205,29.9903547,2269,Old Highway 36 Road,,BELLVILLE,,,,,d24f6c038eead8be
-96.2978412,29.9968558,425,Sikes Road,,,,,,,5d540d58e98aa6d7
-96.2404304,29.9898473,2928,Fm 1456,,BELLVILLE,,,,,53b922f6a15be4b7
-96.2591389,29.9958228,3578,Centerhill Road,,BELLVILLE,,,,,a2b929fed0669004
-96.4587836,29.9984966,3169,Industry Road,,BLEIBLERVILLE,,,,,c963f86227f3bcaf
-96.4201821,29.9956206,2269,Scranton Grove Road,,BELLVILLE,,,,,5040b6167904dab4
-96.3282168,29.9971618,3091,Cedar Lane,,BELLVILLE,,,,,c5695bf3a4673aec
-96.3021343,29.9965197,401,Sikes Road,,BELLVILLE,,,,,6cc817e94f74dabf
-96.29621,29.9961943,433,Sikes Road,,,,,,,a5d403797cfb92ec
-96.2717839,29.9961951,3807,Stokes Road,,BELLVILLE,,,,,6e8353cb8c0e1a2d
-96.5390273,30.0000575,0,Eckermann Road,,NEW ULM,,,,,daeed216db5ab79a
-96.5340316,29.999522,2287,Azelea Lane,,,,,,,c52f0a4fe9c4c319
-96.2328053,29.9900474,0,Wietstruck Road,,BELLVILLE,,,,,4669983f25987faf
-96.3278285,29.9973876,0,Cedar Lane,,BELLVILLE,,,,,5d233b153ebe2754
-96.4909263,29.9960589,9708,Fm 109,,INDUSTRY,,,,,a9d6af163f53b0ea
-96.306698,29.9950391,401,Hwy36 North,,BELLVILLE,,,,,e19f124ac50a8c1c
-96.2879955,29.9953374,485,High Meadows Road (Off Of,,BELLVILLE,,,,,ee829c03b33acdf4
-96.3040294,29.9939432,5193,Highway 36 North,,BELLVILLE,,,,,5275afe03f8d8538
-96.2716239,29.9959202,3779,Stokes Road,,BELLVILLE,,,,,c4b408a92bb445fe
-96.2869987,29.9960467,0,High Meadows Road,,BELLVILLE,,,,,ab49a62009246fd6
-96.4268011,29.9967085,2498,West Ueckert Road,,BELLVILLE,,,,,9aedd2810e677d90
-96.29924,29.9957268,416,Sikes Road,,,,,,,e6a11108b1954f93
-96.5597413,30.000486,0,Witte Road,,,,,,,65730812c14cfee6
-96.1207403,29.984517,0,Oil Field Road,,,,,,,a62e944b53a3179e
-96.3001847,29.9956542,412,Sikes Road,,BELLVILLE,,,,,18e6f3d050aad109
-96.2983814,29.9955323,422,Sikes Road,,,,,,,79c69884fa207eaa
-96.5744186,29.9970028,0,Fm 1457,,,,,,,6e763790e58dfbaa
-96.3270774,29.9959688,3086,Cedar Lane,,BELLVILLE,,,,,e54b81a11561ebd0
-96.5719604,30.0006401,0,Fm 1457,,,,,,,a5ef70c42e1ef9a7
-96.4242117,29.9963725,2136,Fm 2502,, ,,,,,2366bf5883421d3b
-96.2955131,29.9955997,437,Sikes Road,,BELLVILLE,,,,,0d67b75b600e91b7
-96.4850831,29.9970841,10046,Mertz Lane,,INDUSTRY,,,,,ed02f8620c3a8294
-96.4380395,29.9948581,2671,Cemetery Road,,,,,,,3579c9a41647ab26
-96.28909,29.9930273,0,Highway 36 North (Off Of),,BELLVILLE,,,,,2d34686275894ecd
-96.2592825,29.9950438,4066,Reinicke Road,,BELLVILLE,,,,,ee50820d87693735
-96.2976681,29.995287,,,,,,,,,6d647a2ca0fdf6ab
-96.3010437,29.995636,406,Sikes Road,,BELLVILLE,,,,,272028faff522e89
-96.3724035,29.9960136,1901,Old Nelsonville Road,,,,,,,8b97976331211278
-96.2648149,29.9923968,0,Stokes Road,,BELLVILLE,,,,,b2b284d9697c8855
-96.2624807,29.991804,0,Stokes Road @ Centerhill Road,,BELLVILLE,,,,,c02ef747b758a1c9
-96.2950255,29.9951936,439,Sikes Road,,,,,,,a2069a4c2c55ddb4
-96.3921915,29.9949709,2017,Coralberry Lane,,BELLVILLE,,,,,915e72c909d6441b
-96.5689525,29.9987344,0,Fm 1457,,,,,,,6bf1ca31468c1752
-96.1711961,29.9916576,13068,East Ueckert Road,,,,,,,a743758e9569ea1d
-96.461209,29.9980653,3237,Begonia Lane,,,,,,,0476121c2bef3d99
-96.388863,29.9916142,1616,Shupak Road,,BELLVILLE,,,,,6febe8adba409b52
-96.3310277,29.9927778,3317,Cedar Lane,,BELLVILLE,,,,,8ca8e672b9a2a13a
-96.2971136,29.9949726,430,Sikes Road,,BELLVILLE,,,,,b721ffcc2feddf54
-96.2938061,29.9943315,450,Sikes Road,,,,,,,c2c68e347ce812de
-96.5715801,29.9999141,2576,Fm 1457,,FAYETTEVILLE,,,,,821c8544ccd1db09
-96.340192,29.9949747,4563,Sandstone Lane,,BELLVILLE,,,,,13f3bea8e619387b
-96.4805955,29.9978254,3269,Pilcik Road,, ,,,,,72c0d87eb26b3e24
-96.3759423,29.9939622,1735,Old Nelsonville Road,,BELLVILLE,,,,,bd54c33e03e01bef
-96.4582852,29.997626,3249,Industry Road,,,,,,,18783d93b643595d
-96.1749081,29.9921868,13059,East Ueckert Road,,,,,,,8bf8d6b6feac15c6
-96.4044402,29.9923451,0,Shupak Road,,,,,,,3281d23f79f96cda
-96.4483911,29.9977699,2617,Cemetery Road,,,,,,,aa1fffc0169a5196
-96.1319334,29.9905958,3611,Oil Field Road,,,,,,,bbd465662ce64973
-96.3503837,29.9925114,4301,Stone Creek (Off Of Old,, ,,,,,8a139932a88535f6
-96.5390613,29.9970424,1950,Eckermann Road,,NEW ULM,,,,,183c986fa1be62ef
-96.3366688,29.9934934,0,Sandstone Lane,,BELLVILLE,,,,,2e252472f8496545
-96.5352311,29.9992802,0,Azalea Lane,,,,,,,f44aa147a30e3183
-96.3017941,29.9953013,5230,Highway 36 North,, ,,,,,a64536ea5c87daa7
-96.1820127,29.9927125,0,Ives Creek Road,,,,,,,4a6e022d9941e981
-96.2966288,29.9947057,432,Sikes Road,,,,,,,b3d4a4a3a40d69b7
-96.2854666,29.9927498,,,,,,,,,8d8c10484514b4b8
-96.5587992,29.9997484,0,Witte Road,,,,,,,4fd254c3f47d109f
-96.4795116,29.9980713,3329,Pilcik Road,,INDUSTRY,,,,,ad3d8e6df7953341
-96.502057,29.9952263,0,Fm 109,,,,,,,16d69c79ce96f4af
-96.4336111,29.9947213,2728,Wiecker Road,,BELLVILLE,,,,,0e16e0edcaff8617
-96.2577452,29.9898241,2902,Centerhill Road,,BELLVILLE,,,,,c4412fdcb130a964
-96.5182399,29.9975415,0,Marek Road,,,,,,,30908bad15bb479f
-96.2961855,29.994499,436,Sikes Road,,,,,,,550add5a5a2e6e94
-96.298328,29.9919395,4740,Highway 36 North,,BELLVILLE,,,,,081031effdcd12c5
-96.3827821,29.9926177,1200,Shupak Road,,BELLVILLE,,,,,0971b212e7f76da3
-96.1752393,29.9916246,0,East Ueckert Road,,BELLVILLE,,,,,fbb8a8c89b6fc176
-96.4618819,29.9971762,0,Industry Road,,,,,,,a2cf8b7da1f7a720
-96.2706183,29.9935201,3601,Stokes Road,, ,,,,,26f974bf600e5125
-96.130537,29.9909576,0,Oil Field Road,,BELLVILLE,,,,,4604b442aed3eaba
-96.2956018,29.9942242,438,Sikes Road,,,,,,,f37ac933cfd10ef7
-96.3272062,29.9934273,0,Cedar Lane (Off Of),,BELLVILLE,,,,,e982ddcbb56ae17c
-96.3157576,29.9915639,1761,Old Highway 36,,,,,,,f5df7306c41ee39c
-96.591166,29.9983298,0,Krebs Road,,,,,,,aa3107fd8b9eed13
-96.5164978,29.9958239,0,Spiess Road,,,,,,,7be7c8c03caaa900
-96.5335691,29.9979574,0,Aster Road,,,,,,,feffd94745bc311e
-96.5662871,29.9970054,2286,Fm 1457,,NEW ULM,,,,,e33737cfab78d8ce
-96.17636,29.9911337,1557,Ives Creek Road,,BELLVILLE,,,,,cd892093cfa42bce
-96.3412508,29.993918,,,,,,,,,4803c1a5530d9f26
-96.4820065,29.9962636,0,Mertz Lane,,,,,,,2524d48e500f393d
-96.2300989,29.9885372,0,Wietstruck Road,,,,,,,b36e7b2c4c1ade78
-96.3101118,29.9920661,1710,Old Highway 36,,BELLVILLE,,,,,887fc6e2e95e4441
-96.5734086,29.9982311,2543,Fm 1457,,,,,,,fc6432578754ace1
-96.227986,29.9877062,1190,Wietstruck Road,,,,,,,6c6dcb3a6d1279ca
-96.5134841,29.9970573,0,Marek Road,,,,,,,350af623e7388b45
-96.525549,29.9905735,1199,Marek Road,,,,,,,224cc7b49a8ad1c3
-96.53453,29.9970008,1841,Aster Road,,,,,,,4a13fa8ccf689f05
-96.2716252,29.9928979,4005,Hamby Lane,,BELLVILLE,,,,,8584456c600ffaed
-96.4494129,29.9928486,2405,Cemetery Road,,BLEIBLERVILLE,,,,,959c00cdc846cbff
-96.1748505,29.9904852,12963,East Ueckert Road,,BELLVILLE ,,,,,d858b1997022e024
-96.280607,29.9900542,4035,Reinhardt Road,,BELLVILLE,,,,,b8ea2245697dd5d4
-96.3419507,29.9932957,4691,Sandstone Lane,, ,,,,,69ae66f1496ccd66
-96.1726243,29.9892266,12900,East Ueckert Road,,BELLVILLE,,,,,5d27541b6d6e65d7
-96.132572,29.9888612,3518,Oilfield Road,,,,,,,91ba0fc97446aefe
-96.5931559,29.9963743,0,Krebs Road,,,,,,,9812d67011e5f4b4
-96.2764872,29.9887182,3875,Reinhardt Road,,BELLVILLE,,,,,0099ff1ebbc79424
-96.5142966,29.9948847,0,Marek Road,,,,,,,363a24188ed08da1
-96.4572959,29.9963588,0,Industry Road,,,,,,,a0139085b526d595
-96.2875987,29.9847765,0,Highway 36 North,,BELLVILLE,,,,,a14b5064ac997899
-96.293775,29.9889796,0,Highway 36 North,,BELLVILLE,,,,,b4b7e96f2b7cc802
-96.26157,29.9918809,3202,Centerhill Road,,BELLVILLE ,,,,,adaf1f2481976e02
-96.2796145,29.9925508,4035,Reinhardt Road,,,,,,,43cf198571c78969
-96.3657994,29.9893533,1116,Old Nelsonville Road,,BELLVILLE,,,,,a8ee5b26d8620bea
-96.1763689,29.9894372,0,Ives Creek Road @ East Ueckert Road,,BELLVILLE,,,,,30b907711a1421f4
-96.411021,29.992241,2052,Fm 2754 Road,,BELLVILLE,,,,,daf2774943687484
-96.1613243,29.9883123,0,Off Lake Road,,,,,,,84fcbedf98e9761b
-96.1518911,29.9855712,13465,Lake Road,,,,,,,7ea2582e14b62ea1
-96.2686316,29.9916153,0,Reinhardt Road @ Stokes R,,BELLVILLE,,,,,a5e0c1c34d07ffbb
-96.344789,29.989758,0,Sandstone Lane,,BELLVILLE,,,,,ef83e13c8166ce21
-96.5646051,29.9955646,2064,Fm 1457,,NEW ULM,,,,,2d071a189c629a8f
-96.3058192,29.9896637,4949,Highway 36 North,,BELLVILLE,,,,,1c2421d52b02e0cb
-96.5119346,29.9944403,2293,Marek Road,,NEW ULM,,,,,6ee1d7ffa4c53b40
-96.1462366,29.9845304,13221,Lake Road,,BELLVILLE,,,,,460b0fc1e291ef01
-96.4288427,29.9929104,0,Fm 2502,,,,,,,3a529974d6c54615
-96.1485385,29.9846556,13315,Lake Road,,,,,,,f9f10ad2ef365f6e
-96.5832312,29.9945198,0,Krebs Road,,,,,,,9de8180defc1bb7c
-96.4180889,29.9916935,1604,Fm 2502,,BELLVILLE,,,,,020003937d6db7ec
-96.4257347,29.9939676,0,Fm 2502,,BLEIBLERVILLE,,,,,8d465db9abc8483a
-96.2267869,29.9793147,839,Wietstruck Road,,,,,,,1dea5f15e70bd2a7
-96.4954195,29.9941308,0,Fm 109,,,,,,,1b9799895791ee94
-96.5365896,29.9944745,1637,Aster Road,,,,,,,be0fdc2923150a50
-96.1492427,29.9848777,13315,Lake Road,,,,,,,3b633ce7eb5c1b39
-96.2735345,29.9885534,3677,Reinhardt Road,,BELLVILLE,,,,,d381ff6fe8d6f78f
-96.1875423,29.9896242,0,Ives Creek Road,,,,,,,5fb32201041dbbec
-96.4263458,29.9943802,0,Fm 2502,,BLEIBLERVILLE,,,,,49439fa968523a16
-96.3383077,29.9904671,0,Sandstone Lane,,BELLVILLE,,,,,6bd2d420585149c6
-96.425612,29.9945277,0,Fm 2502,,BELLVILLE,,,,,fb5aa8ff2a07ed0b
-96.1424362,29.9837642,12959,Lake Road,,BELLVILLE,,,,,ec46087eaf09c6e4
-96.1389457,29.9828795,12725,Lake Road,,BELLVILLE,,,,,3edad857d6a17f9d
-96.1500595,29.9851125,13411,Lake Road,,,,,,,5df315e855809e65
-96.5198105,29.9958861,0,Marek Road,,,,,,,01e815a3066990d9
-96.5611863,29.9948074,0,Schoenau Road,,NEW ULM,,,,,d2101db15ab5f4a0
-96.2673885,29.9903609,3313,Stokes Road,,BELLVILLE,,,,,4695b99fa296ab43
-96.2959031,29.9923406,5184,Highway 36 North,,BELLVILLE,,,,,f1a2a9503430b439
-96.1338253,29.9883673,12540,Lake Road,,,,,,,05b41fed12c2a3f4
-96.5898742,29.996242,0,Krebs Road,,,,,,,1c1450357ba2c5f9
-96.3633361,29.9874829,1112,Old Nelsonville  Road,,BELLVILLE,,,,,5babc2af9ba736a7
-96.270096,29.9906383,3652,Reinhardt Road,,BELLVILLE,,,,,b7c2ff4315cf45ed
-96.4260878,29.9941332,2132,Fm 2502,,BLEIBLERVILLE,,,,,e8dfeee14adebc0c
-96.4880654,29.9955449,0,Off Mertz Road,,,,,,,4990e429285e87ba
-96.4902393,29.9922461,0,Mertz Lane,,,,,,,c0f29670cd780a95
-96.1878946,29.9889011,0,Ives Creek Road  (Off Of),,BELLVILLE,,,,,f6908bd299993d2a
-96.379182,29.990104,0,Old Nelsonville Road,,,,,,,a14c7dd5f7a7b543
-96.5364696,29.9959491,1737,Aster Road,,,,,,,782563ca36c1cb9f
-96.4747126,29.9933279,2943,Pilcik Road,,INDUSTRY,,,,,394e198bd0428ab3
-96.320539,29.9868121,1765,Old Highway 36 Road,,BELLVILLE,,,,,0225927921dce07e
-96.3057211,29.9912772,4949,Highway 36 North,, ,,,,,e2a1ec0ad518c690
-96.4306805,29.9936077,2547,Wiecker Road,,BELLVILLE,,,,,9909f92bdd2a930d
-96.1657414,29.9830118,14876,Lake Road,,,,,,,0211db3ba46d76a6
-96.2033139,29.9893912,4840,Highway 159 East,,BELLVILLE,,,,,8f068cf9cc17b0bc
-96.4376413,29.9910118,1670,Cemetery Road,,BELLVILLE,,,,,960b491391c26219
-96.5715391,29.9941653,2359,Fm 1457,,NEW ULM,,,,,47aa2c425e6666df
-96.1339769,29.9875383,12515,Lake Road,,BELLVILLE,,,,,784be21067446164
-96.4867714,29.9944448,10044,Mertz Lane,,INDUSTRY,,,,,abad49b1172bf5c5
-96.3515318,29.9876423,0,Maresh Road,,,,,,,2a3182556f14d49e
-96.1793014,29.9815699,1802,Lisa Mae Lane,,BELLVILLE,,,,,e0804734f2022e5b
-96.2021347,29.9889648,447,Highway 159 East,,,,,,,976b334c86659854
-96.1746666,29.9882051,12728,East Ueckert Road,,BELLVILLE,,,,,d73b7131a13bd3ef
-96.1363891,29.9815432,12413,Lake Road,,,,,,,34a2f56bc21375e3
-96.2099968,29.9869863,0,Highway 159 East @ Wietstruck Road,,BELLVILLE,,,,,e576862b6cada611
-96.4312491,29.9930696,2569,Wiecker Road,,BELLVILLE,,,,,c67f8aac1b837d3e
-96.5799648,29.9948525,0,Aschenbeck Road (Off Of),,,,,,,8f33f260b8f637f8
-96.2685902,29.9893842,0,Stokes Road,,BELLVILLE,,,,,d62fb7623822b6e3
-96.290021,29.9866792,0,Highway 36 North (Off Of),,BELLVILLE,,,,,eb171d5d8ba3173b
-96.201878,29.9882203,4829,Highway 159 East,,BELLVILLE,,,,,55028b3c47b2f50a
-96.1883282,29.9879756,0,Ives Creek Road  (Off Of),,BELLVILLE,,,,,32f5181184cab326
-96.5612643,29.9947273,1875,Schoenau Road,,NEW ULM,,,,,2d78a685725700c7
-96.4855702,29.9937009,10075,Mertz Road,,INDUSTRY,,,,,39431b09108662b5
-96.5445709,29.9916293,0,Eckermann Road,,,,,,,7e29d499edfcbc3e
-96.27135,29.9890882,3677,Reinhardt Road,,BELLVILLE,,,,,71a135adff48ccb8
-96.5871393,29.9949209,0,Krebs Road,,,,,,,14aca7a5a6528e0b
-96.1312798,29.9866885,12304,North Fm 331,,BELLVILLE,,,,,c8b146755b006613
-96.5919509,29.9941811,,,,,,,,,a826ecb77676c881
-96.1146849,29.9824599,0,Fm 331,,,,,,,64dcdbcce8e0a08b
-96.359914,29.9861507,981,Maresh Road,, ,,,,,e734b4a350782fa6
-96.4332326,29.9890454,0,Wiecker Road,,,,,,,bc29a83847d81f78
-96.4244196,29.9913772,1895,Fm 2502,,BLEIBLERVILLE,,,,,386f9854677e7881
-96.1661522,29.9863563,0,Lake Road (Off Of),,,,,,,46f17436763cfb88
-96.578118,29.9936109,1432,Aschenbeck Road,,FAYETTEVILLE,,,,,f5f65c59f1e199e4
-96.2001903,29.984909,0,Ives Creek Road @ Highway 159,,BELLVILLE,,,,,cddef5e22a9a8bb6
-96.4083775,29.9873271,1058,Fm 2502,,BELLVILLE,,,,,2b48ab130297b3e5
-96.269087,29.9888983,3611,Reinhardt Road,,BELLVILLE,,,,,7413079a5cdc72a2
-96.3376134,29.9872811,0,Sandstone Lane,,BELLVILLE,,,,,c03d3a54c2ba33f7
-96.5890248,29.9944394,1691,Krebs Road,,,,,,,b63e250bb4a7451e
-96.5078195,29.9926347,0,Wittner Road,,,,,,,cb8dfcfebc34d5d4
-96.2715194,29.9871062,3619,Reinhardt Road,,BELLVILLE,,,,,10de750df091e05d
-96.2703252,29.989644,,,,,,,,,c615baf8cdf42f0c
-96.5009423,29.9921684,0,Fm 109 (Off Of),,,,,,,e5e8f75a0e963ad9
-96.2703494,29.9884702,,,,,,,,,4a1e5fdcd0641486
-96.2025,29.9875677,4783,Highway 159 East,,,,,,,682020a213a3c3e6
-96.5627247,29.9933839,1867,Schoenau Road,,,,,,,821c109242815948
-96.2857141,29.9842819,0,Highway 36 North (Off Of),,BELLVILLE,,,,,003cabdde992f805
-96.4864825,29.9919984,9917,Mertz Lane,,INDUSTRY,,,,,d2a8ba17fff3a0bb
-96.5680882,29.9933965,2071,Fm 1457,,NEW ULM,,,,,7822111a7ec0891c
-96.2191437,29.9798768,3712,Highway 159 East,,BELLVILLE,,,,,dc127d567a3cd5c6
-96.2974028,29.9875221,4534,Highway 36 North,,BELLVILLE,,,,,40cce2ccdd8727b9
-96.1321832,29.9855495,12180,North Fm 331,,,,,,,37a306134d584968
-96.4287937,29.9873531,1144,Cemetery Road,,BELLVILLE,,,,,079b7291bd809cb1
-96.488211,29.9929795,9904,Mertz Lane,,INDUSTRY,,,,,0578258c4025fda8
-96.2031104,29.9869765,0,Highway 159 East,,,,,,,f1f60fad80a8d6b7
-96.586462,29.9939434,0,Krebs Road,,,,,,,de7c531ed85552ad
-96.1974595,29.9839796,0,Lisa Mae Road,,,,,,,b5d91c4c2151b0c2
-96.2701058,29.986041,3609,Reinhardt Road,,BELLVILLE,,,,,ceae21d6b1e77eeb
-96.4146972,29.9887558,1684,Fm 2754,,BELLVILLE,,,,,0e56011f7c71fa43
-96.3949972,29.9873534,0,Shupak Road,,,,,,,5ad3d126d6f5f4af
-96.2760056,29.9897908,3877,Reinhardt Road,,BELLVILLE,,,,,a789e3c2dc25c99a
-96.3028793,29.9879899,1130,Old Highway 36,,BELLVILLE,,,,,c8b9bedc70e0c8c3
-96.5140739,29.9920954,2167,Marek Road,,,,,,,1f6cc9374feffb2c
-96.2046538,29.9859067,0,Highway 159 East,,,,,,,37bdf5ba40ff7f9d
-96.1573201,29.9832912,0,Lake Road,,,,,,,8d6fad4052117039
-96.3425237,29.9886315,0,Sandstone Lane,,BELLVILLE,,,,,e23d548e52eef800
-96.394978,29.9900605,2035,Shupak Road,,,,,,,3b4bdcc5ee73321e
-96.3987556,29.989485,2180,Shupak Road,,BELLVILLE,,,,,739f5169e6fa56ba
-96.5651261,29.9929807,1954,Fm 1457,,NEW ULM,,,,,e80dfd4eca8350ad
-96.581968,29.9925051,0,Aschenbeck Road,,,,,,,080533ca1c1bd6a1
-96.5760474,29.9920041,1294,Aschenbeck Road,,FAYETTEVILLE,,,,,dc08b9e3915896ae
-96.2053264,29.9865188,4623,Highway 159 East,,,,,,,1c2f46859da25bce
-96.5459486,29.9884723,0,Fm 1457,,,,,,,6b78e519744ed008
-96.5166903,29.9906404,0,Marek Road,,,,,,,92acf04633bc2979
-96.3835838,29.9867797,982,Shupak Road,,BELLVILLE,,,,,de88d0484606396f
-96.1911499,29.9846585,1417,Catbird Lane,,BELLVILLE,,,,,114e0f6473ce2282
-96.5699746,29.9915677,1171,Dockal Road,,NEW ULM,,,,,50b5bb259783b64b
-96.2025656,29.9853937,0,Lisa Mae Road (Off Of),,,,,,,c9614bbf850a2c00
-96.2398162,29.9848184,0,Wietstruck Road,,BELLVILLE,,,,,98832594d1592fdd
-96.4851046,29.9907567,9825,Mertz Lane,,INDUSTRY,,,,,864a421778729f55
-96.4215771,29.9885146,0,Fm 2502,,,,,,,7dcca3924dc07c01
-96.2828369,29.9821149,0,Highway 36 North (Off Of),,BELLVILLE,,,,,0b21a2d67dc513a5
-96.3004566,29.9848845,0,Highway 36 North,,BELLVILLE,,,,,0ab6895e1e0c5f58
-96.5642368,29.991943,0,Fm 1457,,,,,,,7977598fd06961ba
-96.4870876,29.9905693,0,Mertz Lane,,,,,,,d7b8c80e1b201e60
-96.5878824,29.9925632,1507,Krebs Road,,FAYETTEVILLE,,,,,3c892b9550a084c9
-96.5596704,29.9922948,0,Schoenau Road,,,,,,,79d431d574cf9814
-96.487638,29.9900792,0,Mertz Lane,,INDUSTRY,,,,,3801cf2fcb63a862
-96.5423983,29.9883525,1331,Eckermann Road,,NEW ULM,,,,,e1be25056b1b63da
-96.2610693,29.9866138,2832,Centerhill Road,,BELLVILLE,,,,,0b70711d1d235e1f
-96.3403293,29.986903,0,Sandstone Lane (Off Of),,BELLVILLE,,,,,e628fe8419ccef83
-96.3785333,29.9855003,678,Shupak Road,,,,,,,657a6afc116d5e80
-96.5340749,29.9880772,658,Fordtran Road,,NEW ULM,,,,,4c4ff4e55edb5624
-96.2361803,29.9830552,2178,Wietstruck Road,,BELLVILLE,,,,,41ae5935a878cfeb
-96.2604985,29.9863151,2833,Centerhill Circle,,BELLVILLE,,,,,aea0b4055d08d446
-96.5608872,29.9906184,1490,Fm 1457,,,,,,,a832a4939a804a8c
-96.206536,29.9847264,148,Lisa Mae Road,,BELLVILLE,,,,,b4a8c7b6b9b1442b
-96.3049507,29.9865582,1222,Old Highway 36,,BELLVILLE,,,,,44603ea2f78c9ca7
-96.3275998,29.9818467,0,Old Highway 36 (Off Of),,BELLVILLE,,,,,0b2a4d1309c3512f
-96.5659046,29.9917462,1931,Fm 1457,,NEW ULM,,,,,a969ada88304a67d
-96.2688391,29.9846168,,,,,,,,,27ec9c756e11423d
-96.2991799,29.9868452,4589,Highway 36 North,,BELLVILLE,,,,,6d86d6fedb9fe647
-96.5724439,29.9904655,1097,Dockal Road,,NEW ULM,,,,,156d5dd84b3a04fb
-96.2218868,29.9853538,839,Wietstruck Road,,BELLVILLE,,,,,d8f87b567d98fc7e
-96.5632503,29.9910409,1797,Schoenau Road,,NEW ULM,,,,,9484c1d003c789f2
-96.4897736,29.9898612,9719,Mertz Lane,,INDUSTRY,,,,,097f73c676a98fb3
-96.3409163,29.982806,0,Sandstone Lane (Off Of),,BELLVILLE,,,,,c7cd81220a79c951
-96.2755851,29.9846029,0,Reinhardt Road (Off Of),,BELLVILLE,,,,,0f771b754d5bc304
-96.2589,29.9856902,2941,Centerhill Circle,,BELLVILLE,,,,,02883ff11c266481
-96.4685182,29.9861144,2257,Industry Road,,,,,,,1282817335734034
-96.5587288,29.9914485,0,Schoenau Road,,,,,,,0bc45f4043afdb41
-96.5667471,29.9908242,1308,Dockal Road,, ,,,,,c045d5a9b4fcbd4d
-96.273101,29.9843781,,,,,,,,,c730a1c36de6775a
-96.3042831,29.9860847,1140,Old Highway 36,,BELLVILLE,,,,,d1f0f6abcbed2530
-96.2050849,29.9841358,0,Lisa Mae Road,,,,,,,4a916cee3aafa017
